600.006 0.00980392156862745 
600.012 0.0294117647058824 
600.042 0.0490196078431373 
600.053 0.0686274509803922 
600.055 0.0882352941176471 
600.061 0.107843137254902 
600.062 0.127450980392157 
600.138 0.147058823529412 
600.146 0.166666666666667 
600.152 0.186274509803922 
600.157 0.205882352941176 
600.164 0.225490196078431 
600.171 0.245098039215686 
600.175 0.264705882352941 
600.187 0.284313725490196 
600.189 0.303921568627451 
600.192 0.323529411764706 
600.203 0.343137254901961 
600.209 0.362745098039216 
600.219 0.382352941176471 
600.22 0.401960784313726 
600.259 0.42156862745098 
600.26 0.441176470588235 
600.279 0.46078431372549 
600.282 0.480392156862745 
600.284 0.5 
600.289 0.519607843137255 
600.306 0.53921568627451 
600.31 0.558823529411765 
600.311 0.57843137254902 
600.315 0.598039215686274 
600.322 0.617647058823529 
600.337 0.637254901960784 
600.34 0.656862745098039 
600.346 0.676470588235294 
600.347 0.696078431372549 
600.399 0.715686274509804 
600.401 0.735294117647059 
600.403 0.754901960784314 
600.42 0.774509803921569 
600.426 0.794117647058823 
600.476 0.813725490196078 
600.484 0.833333333333333 
600.486 0.852941176470588 
600.506 0.872549019607843 
600.515 0.892156862745098 
600.545 0.911764705882353 
600.573 0.931372549019608 
600.591 0.950980392156863 
600.726 0.970588235294118 
